745.00,57.597
746.00,57.253
747.00,56.161
748.00,55.594
749.00,55.048
750.00,54.967
751.00,54.443
752.00,54.141
753.00,53.397
754.00,52.151
755.00,50.288
756.00,48.155
757.00,45.599
758.00,42.857
759.00,40.729
760.00,38.766
761.00,36.368
762.00,33.914
763.00,31.047
764.00,28.113
765.00,25.122
766.00,22.473
767.00,19.888
768.00,17.915
769.00,16.266
770.00,14.706
771.00,13.258
772.00,11.823
773.00,10.518
774.00,9.352
775.00,8.127
776.00,7.213
777.00,6.334
778.00,5.643
779.00,5.156
780.00,4.733
781.00,4.367
782.00,3.975
783.00,3.615
784.00,3.294
785.00,2.928
786.00,2.641
787.00,2.341
788.00,2.112
789.00,1.913
790.00,1.759
791.00,1.616
792.00,1.527
793.00,1.428
794.00,1.338
795.00,1.256
796.00,1.122
797.00,1.041
798.00,0.932
799.00,0.868
800.00,0.803
801.00,0.725
802.00,0.708
803.00,0.620
804.00,0.613
805.00,0.562
806.00,0.539
807.00,0.514
808.00,0.473
809.00,0.438
810.00,0.421
811.00,0.380
812.00,0.363
813.00,0.349
814.00,0.319
815.00,0.319
816.00,0.293
817.00,0.270
818.00,0.276
819.00,0.246
820.00,0.233
821.00,0.235
822.00,0.215
823.00,0.217
824.00,0.198
825.00,0.189
826.00,0.192
827.00,0.171
828.00,0.166
829.00,0.162
830.00,0.153
831.00,0.148
832.00,0.150
833.00,0.128
834.00,0.136
835.00,0.116
836.00,0.113
837.00,0.127
838.00,0.110
839.00,0.110
840.00,0.108
841.00,0.096
842.00,0.107
843.00,0.099
844.00,0.101
845.00,0.087
846.00,0.085
847.00,0.085
848.00,0.076
849.00,0.082
850.00,0.093
851.00,0.076
852.00,0.087
853.00,0.066
854.00,0.061
855.00,0.081
856.00,0.056
857.00,0.058
858.00,0.067
859.00,0.067
860.00,0.064
861.00,0.063
862.00,0.043
863.00,0.056
864.00,0.053
865.00,0.055
866.00,0.052
867.00,0.040
868.00,0.053
869.00,0.073
870.00,0.052
871.00,0.069
872.00,0.034
873.00,0.055
874.00,0.041
875.00,0.046
876.00,0.055
877.00,0.049
878.00,0.041
879.00,0.031
880.00,0.035
881.00,0.046
882.00,0.032
883.00,0.021
884.00,0.038
885.00,0.023
886.00,0.027
887.00,0.050
888.00,0.029
889.00,0.009
890.00,0.060
891.00,0.069
892.00,0.031
893.00,-0.017
894.00,0.006
895.00,0.024
896.00,0.035
897.00,0.006
898.00,0.023
899.00,-0.006
900.00,0.000
