200.00,0.005
201.00,0.006
202.00,0.002
203.00,0.002
204.00,0.005
205.00,0.005
206.00,0.005
207.00,0.005
208.00,0.005
209.00,0.005
210.00,0.005
211.00,0.005
212.00,0.008
213.00,0.002
214.00,0.002
215.00,0.005
216.00,0.002
217.00,0.005
218.00,0.002
219.00,0.002
220.00,0.005
221.00,0.005
222.00,0.002
223.00,0.002
224.00,0.005
225.00,0.005
226.00,0.002
227.00,0.002
228.00,0.002
229.00,0.002
230.00,0.005
231.00,0.002
232.00,0.008
233.00,0.005
234.00,0.005
235.00,0.005
236.00,0.002
237.00,0.002
238.00,0.002
239.00,0.002
240.00,0.005
241.00,0.002
242.00,0.006
243.00,0.006
244.00,0.003
245.00,0.006
246.00,0.000
247.00,0.006
248.00,0.003
249.00,0.006
250.00,0.003
251.00,0.003
252.00,0.006
253.00,0.003
254.00,0.006
255.00,0.000
256.00,0.003
257.00,0.003
258.00,0.003
259.00,0.003
260.00,0.003
261.00,0.006
262.00,0.006
263.00,0.003
264.00,0.003
265.00,0.003
266.00,0.006
267.00,0.006
268.00,0.003
269.00,0.003
270.00,0.006
271.00,0.003
272.00,0.006
273.00,0.003
274.00,0.003
275.00,0.000
276.00,0.006
277.00,0.003
278.00,0.000
279.00,0.006
280.00,0.003
281.00,0.006
282.00,0.006
283.00,0.003
284.00,0.006
285.00,0.000
286.00,0.003
287.00,0.003
288.00,0.000
289.00,0.006
290.00,0.003
291.00,0.006
292.00,0.000
293.00,0.003
294.00,0.003
295.00,0.003
296.00,0.006
297.00,0.003
298.00,0.006
299.00,0.006
300.00,0.000
301.00,0.006
302.00,0.000
303.00,0.003
304.00,0.003
305.00,0.003
306.00,0.003
307.00,0.003
308.00,0.003
309.00,0.003
310.00,0.003
311.00,0.003
312.00,0.003
313.00,0.006
314.00,0.003
315.00,0.003
316.00,0.006
317.00,0.003
318.00,0.003
319.00,0.006
320.00,0.003
321.00,0.006
322.00,0.003
323.00,0.003
324.00,0.003
325.00,0.003
326.00,0.003
327.00,0.003
328.00,0.006
329.00,0.006
330.00,0.006
331.00,0.006
332.00,0.000
333.00,0.000
334.00,0.003
335.00,0.006
336.00,0.006
337.00,0.003
338.00,0.006
339.00,0.006
340.00,0.003
341.00,0.003
342.00,0.003
343.00,0.003
344.00,0.003
345.00,0.003
346.00,0.006
347.00,0.003
348.00,0.000
349.00,0.006
350.00,0.000
351.00,0.006
352.00,0.003
353.00,0.003
354.00,0.003
355.00,0.003
356.00,0.006
357.00,0.003
358.00,0.003
359.00,0.006
360.00,0.003
361.00,0.014
362.00,-0.003
363.00,0.009
364.00,-0.003
365.00,0.012
366.00,0.005
367.00,0.003
368.00,0.011
369.00,-0.003
370.00,0.012
371.00,0.002
372.00,0.006
373.00,0.014
374.00,0.000
375.00,0.009
376.00,-0.003
377.00,0.009
378.00,0.008
379.00,0.003
380.00,0.011
381.00,-0.003
382.00,0.012
383.00,0.002
384.00,0.006
385.00,0.011
386.00,-0.003
387.00,0.011
388.00,-0.003
389.00,0.012
390.00,0.005
391.00,0.003
392.00,0.011
393.00,-0.003
394.00,0.012
395.00,0.002
396.00,0.003
397.00,0.011
398.00,-0.003
399.00,0.012
400.00,-0.003
401.00,0.012
402.00,0.005
403.00,0.003
404.00,0.011
405.00,-0.003
406.00,0.009
407.00,0.005
408.00,0.003
409.00,0.008
410.00,-0.003
411.00,0.012
412.00,0.002
413.00,0.003
414.00,0.011
415.00,0.000
416.00,0.011
417.00,0.002
418.00,0.006
419.00,0.011
420.00,0.000
421.00,0.012
422.00,0.002
423.00,0.009
424.00,0.008
425.00,0.000
426.00,0.011
427.00,0.002
428.00,0.006
429.00,0.011
430.00,0.000
431.00,0.008
432.00,0.002
433.00,0.006
434.00,0.011
435.00,0.003
436.00,0.011
437.00,-0.003
438.00,0.009
439.00,0.000
440.00,0.003
441.00,0.011
442.00,-0.003
443.00,0.009
444.00,0.000
445.00,0.009
446.00,0.008
447.00,0.000
448.00,0.011
449.00,-0.003
450.00,0.006
451.00,0.005
452.00,0.003
453.00,0.011
454.00,0.000
455.00,0.009
456.00,0.002
457.00,0.003
458.00,0.011
459.00,0.000
460.00,0.009
461.00,0.000
462.00,0.006
463.00,0.011
464.00,0.000
465.00,0.008
466.00,-0.003
467.00,0.006
468.00,0.002
469.00,0.003
470.00,0.011
471.00,0.000
472.00,0.009
473.00,0.000
474.00,0.003
475.00,0.005
476.00,-0.003
477.00,0.011
478.00,0.002
479.00,0.006
480.00,0.008
481.00,0.000
482.00,0.011
483.00,-0.003
484.00,0.009
485.00,0.002
486.00,0.003
487.00,0.008
488.00,0.000
489.00,0.012
490.00,0.005
491.00,0.006
492.00,0.008
493.00,0.000
494.00,0.012
495.00,0.002
496.00,0.003
497.00,0.011
498.00,0.000
499.00,0.008
500.00,0.000
501.00,0.006
502.00,0.008
503.00,-0.003
504.00,0.008
505.00,0.000
506.00,0.009
507.00,0.005
508.00,0.000
509.00,0.008
510.00,0.000
511.00,0.008
512.00,0.002
513.00,0.003
514.00,0.008
515.00,0.000
516.00,0.011
517.00,0.002
518.00,0.006
519.00,0.008
520.00,0.000
521.00,0.011
522.00,-0.003
523.00,0.006
524.00,0.005
525.00,0.003
526.00,0.011
527.00,0.000
528.00,0.006
529.00,0.000
530.00,0.006
531.00,0.008
532.00,0.000
533.00,0.008
534.00,0.000
535.00,0.006
536.00,0.008
537.00,0.000
538.00,0.009
539.00,0.002
540.00,0.009
541.00,0.008
542.00,0.000
543.00,0.011
544.00,-0.003
545.00,0.006
546.00,0.005
547.00,0.000
548.00,0.005
549.00,0.000
550.00,0.012
551.00,0.005
552.00,0.003
553.00,0.011
554.00,0.000
555.00,0.009
556.00,0.002
557.00,0.006
558.00,0.008
559.00,0.000
560.00,0.009
561.00,0.005
562.00,0.003
563.00,0.011
564.00,0.000
565.00,0.008
566.00,0.002
567.00,0.006
568.00,0.008
569.00,0.000
570.00,0.008
571.00,0.002
572.00,0.003
573.00,0.008
574.00,0.000
575.00,0.008
576.00,0.000
577.00,0.006
578.00,0.011
579.00,0.000
580.00,0.011
581.00,0.000
582.00,0.006
583.00,0.005
584.00,0.000
585.00,0.011
586.00,0.000
587.00,0.006
588.00,0.005
589.00,0.003
590.00,0.008
591.00,0.000
592.00,0.006
593.00,0.005
594.00,0.003
595.00,0.008
596.00,0.000
597.00,0.012
598.00,0.005
599.00,0.006
600.00,0.011
601.00,0.003
602.00,0.012
603.00,0.008
604.00,0.006
605.00,0.014
606.00,0.008
607.00,0.015
608.00,0.020
609.00,0.015
610.00,0.023
611.00,0.014
612.00,0.024
613.00,0.031
614.00,0.021
615.00,0.037
616.00,0.031
617.00,0.035
618.00,0.040
619.00,0.035
620.00,0.050
621.00,0.043
622.00,0.047
623.00,0.055
624.00,0.047
625.00,0.064
626.00,0.066
627.00,0.066
628.00,0.078
629.00,0.073
630.00,0.079
631.00,0.089
632.00,0.093
633.00,0.108
634.00,0.105
635.00,0.114
636.00,0.130
637.00,0.128
638.00,0.145
639.00,0.145
640.00,0.160
641.00,0.179
642.00,0.179
643.00,0.204
644.00,0.218
645.00,0.233
646.00,0.261
647.00,0.272
648.00,0.298
649.00,0.327
650.00,0.340
651.00,0.375
652.00,0.417
653.00,0.450
654.00,0.505
655.00,0.531
656.00,0.583
657.00,0.635
658.00,0.687
659.00,0.771
660.00,0.832
661.00,0.931
662.00,1.022
663.00,1.132
664.00,1.253
665.00,1.381
666.00,1.538
667.00,1.704
668.00,1.897
669.00,2.107
670.00,2.309
671.00,2.583
672.00,2.887
673.00,3.221
674.00,3.600
675.00,4.077
676.00,4.594
677.00,5.243
678.00,5.881
679.00,6.694
680.00,7.553
681.00,8.525
682.00,9.724
683.00,11.128
684.00,12.579
685.00,14.244
686.00,16.203
687.00,18.274
688.00,20.528
689.00,23.071
690.00,25.970
691.00,29.053
692.00,32.349
693.00,35.690
694.00,39.441
695.00,43.192
696.00,46.719
697.00,50.262
698.00,53.568
699.00,56.775
700.00,59.308
701.00,61.778
702.00,63.722
703.00,65.131
704.00,66.600
705.00,67.546
706.00,68.210
707.00,68.803
708.00,69.044
709.00,68.701
710.00,68.385
711.00,67.973
712.00,67.314
713.00,67.184
714.00,67.024
715.00,66.505
716.00,66.257
717.00,65.898
718.00,65.373
719.00,64.528
720.00,63.757
721.00,63.101
722.00,62.831
723.00,62.300
724.00,62.242
725.00,62.518
726.00,62.119
727.00,61.697
728.00,60.759
729.00,60.185
730.00,59.412
731.00,58.958
732.00,58.789
733.00,59.021
734.00,59.241
735.00,59.261
736.00,58.945
737.00,58.524
738.00,57.695
739.00,57.065
740.00,56.572
741.00,56.729
742.00,56.976
743.00,57.439
744.00,57.646
